surname,forename,initials,age_text,honours_awards,date_of_death,date_of_death2,rank,regiment,unitshipsquadron,Country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation
ASHTON,WILLIAM,W,,,10/08/1915,,Private,South Lancashire Regiment,6th Bn.,Turkey (including Gallipoli),'10984',HELLES MEMORIAL,Panel 140 and 141.,
ASHTON,WILLIAM,W,19,,27/05/1918,,Private,Sherwood Foresters (Notts and Derby Regiment),"""C"" Coy. 1st Bn.",France,'109007',SOISSONS MEMORIAL,,"Son of Mary Corlett (formerly Ashton), of 21, High Park St., Dingle, Liverpool, and the late Peter Ashton."
ASHTON,WILLIAM,W,,,03/05/1917,,Lance Corporal,Oxford and Bucks Light Infantry,5th Bn.,France,'23878',ARRAS MEMORIAL,Bay 6 and 7.,
ASHTON,WILLIAM,W,24,,12/05/1917,,Lance Corporal,Lancashire Fusiliers,10th Bn.,France,'28522',ARRAS MEMORIAL,Bay 5.,"Son of Alfred and Jane Ashton, of 33, Wilson St., Whitefield, Manchester."
ASHTON,WILLIAM,W,,,23/04/1917,,Private,Cameronians (Scottish Rifles),5th/6th Bn.,France,'200493',ARRAS MEMORIAL,Bay 6.,
ASHTON,WILLIAM,W,36,,09/10/1916,,Private,Lancashire Fusiliers,11th Bn.,France,'8745',THIEPVAL MEMORIAL,Pier and Face 3 C and 3 D.,"Husband of Vesta B. Ashton, of 16, Montague St., Pendleton, Manchester."
ASHTON,WILLIAM,W,37,,01/07/1916,,Private,Lancashire Fusiliers,"""A"" Coy. 15th Bn.",France,'11114',THIEPVAL MEMORIAL,Pier and Face 3 C and 3 D.,"Husband of Eliza Ann Carter (formerly Ashton), of II, Eckersley St., Bolton."
ASHTON,WILLIAM,W,,,31/10/1916,,Private,West Yorkshire Regiment (Prince of Wales's Own),10th Bn.,France,'43307',THIEPVAL MEMORIAL,Pier and Face 2 A  2 C and 2 D.,
ASHTON,WILLIAM,W,30,,16/08/1917,,Private,The King's (Liverpool Regiment),12th Bn.,Belgium,'46364',TYNE COT MEMORIAL,Panel 31 to 34 and 162 and 162A and 163A.,"Son of William and Hannah Ashton; husband of Agnes Ashton, of 37, Clifford St., Chorlton-on-Medlock, Manchester."
ASHTON,WILLIAM,W,27,,08/05/1915,,Lance Corporal,Suffolk Regiment,1st Bn.,Belgium,'13039',YPRES (MENIN GATE) MEMORIAL,Panel 21.,"Son of Alfred and Alice Ashton, of 17, St. Edmund's Place, Bury St. Edmund'S."
ASHTON,WILLIAM,W,,,05/05/1915,,Private,East Yorkshire Regiment,2nd Bn.,Belgium,'3/7422',YPRES (MENIN GATE) MEMORIAL,Panel 21 and 31.,
ASHTON,WILLIAM,W,,,31/07/1917,,Private,King's Own (Royal Lancaster Regiment),7th Bn.,Belgium,'23772',YPRES (MENIN GATE) MEMORIAL,Panel 12.,
ASHTON,WILLIAM ALFRED,W A,48,,19/04/1941,,Civilian,Civilian War Dead,,Civilian War Dead,,"WANDSWORTH, METROPOLITAN BOROUGH",,"of 24 Spencer Walk. Died at Castle Hotel, Putney Bridge Road."
ASHTON,WILLIAM CHARLES,W C,18,,01/07/1916,,Bombardier,Royal Garrison Artillery,"""Y"" 18th Trench Mortar Bty.",France,'54546',CARNOY MILITARY CEMETERY,Sp. Mem. 16.,"Son of Mrs. Mary Grace Chamard (formerly Ashton), of 166, Richmond Rd., Dalston, London."
ASHTON,WILLIAM CHARLES,W C,27,,23/10/1918,,Lance Corporal,Oxford and Bucks Light Infantry,2nd Bn.,France,'26037',VERTAIN COMMUNAL CEMETERY EXTENSION,A. 2.,"Son of Elizabeth Ashton, of 73, Wilton Avenue, Southampton, and the late Joseph William Ashton."
ASHTON,WILLIAM EDMONDSON,W E,18,,14/09/1916,,Private,The King's (Liverpool Regiment),"""C"" Coy 14th Bn.",Greece,'19213',DOIRAN MEMORIAL,,"Son of William and Mary Jane Ashton, of 14, Devonshire Rd., Liverpool Rd., Eccles, Manchester."
ASHTON,WILLIAM EDWIN,W E,28,,07/04/1945,,Corporal,"Royal Tank Regiment, R.A.C.",1st,Germany,'7952490',BECKLINGEN WAR CEMETERY,10. E. 5.,"Son of Mr. and Mrs. John William Ashton; husband of Ethel Mary Ashton, of Grimsby, Lincolnshire."
ASHTON,WILLIAM FRANCIS,W F,19,,18/10/1916,,Private,South African Infantry,1st Regt.,France,'8727',WARLENCOURT BRITISH CEMETERY,I. E. 36.,"Son of Henry and Lydia Ashton, of Mafeking, Cape Province."
ASHTON,WILLIAM FRANCIS,W F,30,,17/01/1917,,Lance Corporal,West Yorkshire Regiment (Prince of Wales's Own),1st Bn.,France,'15949',LOOS MEMORIAL,Panel 39 and 40.,"Son of the late John Tom and Elizabeth Ann Ashton; husband of Annie Ashton, of 15, Oatland Avenue, Camp Rd., Leeds."
ASHTON,WILLIAM HENRY,W H,44,,15/09/1945,,Private,Royal Army Ordnance Corps,,United Kingdom,'14302099',POYNTON (ST. GEORGE) CHURCHYARD,New part. Grave 24.,"Son of William Smith Ashton and Sarah Jane Ashton; husband of Alice Ashton, of Higher Poynton."
ASHTON,WILLIAM HENRY,W H,26,,09/04/1918,,Rifleman,The King's (Liverpool Regiment),1st/5th Bn.,France,'202784',LOOS MEMORIAL,Panel 27 to 30.,"Son of William and Anna Bella Ashton, of 107, Opie St., Liverpool; husband of Margaret Boulter (formerly Ashton), of 18, Teulon St., Walton Rd., Kirkdale, Liverpool."
ASHTON,WILLIAM JAMES,W J,33,,08/07/1944,,Lance Corporal,Lancashire Fusiliers,2/5th Bn.,France,'3454091',CAMBES-EN-PLAINE WAR CEMETERY,Row C. 6.,"Son of John George and Georgenia Ashton; husband of Florence Bertha Ashton, of Flixton, Lancashire."
ASHTON,WILLIAM JOHN,W J,32,,25/11/1917,,Serjeant,15th (The King's) Hussars,,France,'46378',"CAMBRAI MEMORIAL, LOUVERVAL",Panel 1.,"Son of William J. Ashton, of The Hut, Stoneybridge, Barnstaple, Devon."
ASHTON,WILLIAM KARFOOT,W K,28,,27/05/1918,,Lance Bombardier,Royal Garrison Artillery,119th Siege Bty.,France,'131602',SOISSONS MEMORIAL,,"Son of Ernest and Margaret Ashton, of 167, Eaves Lane, Chorley; husband of Evelyn Ashton, of ""Willow Dene,"" 53, St. Thomas's Rd., Chorley, Lancs."
ASHTON,WILLIAM SHAW MILLS,W S M,43,,05/03/1920,,Sapper,Royal Engineers,,United Kingdom,'426813',WARRINGTON CEMETERY,M. CE. 875.,"Son of William Ashton; husband of Maude Alice King (formerly Ashton), of 2, Stephen St., Warrington. Born at Manchester."
ASHTON,WILLIAM THOMAS,W T,35,,17/02/1944,,Serjeant,Royal Artillery,90 Lt. A.A. Regt.,Italy,'3530049',ANZIO WAR CEMETERY,"II, H, 6.",
ASHTON,WILLIAM WHITTAKER,W W,23,,01/08/1944,,Guardsman,Coldstream Guards,3rd Bn.,Italy,'2664613',FLORENCE WAR CEMETERY,V. B. 11.,"Son of John James Ashton and Annie Roper Ashton, of Liverpool."
ASHTON,WILLIE,W,21,,10/08/1942,,Aircraftman 1st Class,Royal Air Force Volunteer Reserve,,Pakistan,'1087729',KARACHI WAR CEMETERY,2. B. 6.,"Son of William and Jane Ashton, of Radcliffe, Lancashire."
ASHTON,WRIGHT,W,20,,11/01/1916,,Private,Durham Light Infantry,10th Bn.,Belgium,'24057',YPRES (MENIN GATE) MEMORIAL,Panel 36 and 38.,"Son of Alexander and Lavinia P. Ashton, of 8, Harbour Place, Newton, Hyde, Cheshire."
ASHTON,,A,,,20/08/1915,,Private,Essex Regiment,7th Bn.,Malta,'2095',PIETA MILITARY CEMETERY,A. VIII. 5.,
ASHTON,,A,25,,14/10/1919,,Private,Labour Corps,,United Kingdom,'591679',LIVERPOOL (KIRKDALE) CEMETERY,XIII. C.E. 645.,"Son of Mrs. Hannah Bella Ashton, of 107, Opie St., Netherfield Rd., Everton, Liverpool."
ASHTON,,A,34,,02/07/1915,,Lance Corporal,King's Own Yorkshire Light Infantry,2nd Bn.,Belgium,'3/2718',VOORMEZEELE ENCLOSURE NO.3,VII. C. 4.,"Husband of Susan Ashton, of 26, Radford St., Sheffield."
ASHTON,,A,22,,13/05/1917,,Sapper,Royal Engineers,429th Field Coy.,France,'442281',"EPEHY WOOD FARM CEMETERY, EPEHY",III. F. 16.,"Son of James and Alice Ashton, of 15, Brown St., Middleton, Manchester."
ASHTON,,A,,,30/06/1917,,Private,York and Lancaster Regiment,7th Bn.,France,'37783',"BROWN'S COPSE CEMETERY, ROEUX",IV. A. 16.,
ASHTON,,A,,,07/11/1915,,Private,Sherwood Foresters (Notts and Derby Regiment),1st/5th Bn.,France,'2402',"RUE-DES-BERCEAUX MILITARY CEMETERY, RICHEBOURG-L'AVOUE",II. F. 1.,
ASHTON,,A,,,01/07/1916,,Private,York and Lancaster Regiment,12th Bn.,France,'12/1893',"QUEENS CEMETERY, PUISIEUX",B. 54.,
ASHTON,,A,,,13/06/1918,,Private,Royal Fusiliers,2nd Bn.,France,'G/26589',"CINQ RUES BRITISH CEMETERY, HAZEBROUCK",G. 20.,
ASHTON,,A,23,,04/07/1916,,Private,Border Regiment,11th Bn.,France,'16411',WARLOY-BAILLON COMMUNAL CEMETERY EXTENSION,I. B. 4.,"Son of Sidney George and Ellen Ashton, of 16, Darcy St., Workington, Cumberland."
ASHTON,,A,27,,26/10/1914,,Private,Manchester Regiment,2nd Bn.,Germany,'755',COLOGNE SOUTHERN CEMETERY,VIII. A. 6.,"Husband of Catherine Ashton, of 25, England, Ashton-under-Lyne."
ASHTON,,A,,,23/02/1919,,Private,Cameron Highlanders,,Germany,'24883',COLOGNE SOUTHERN CEMETERY,II. F. 27.,
ASHTON,,A E,30,,08/11/1918,,Serjeant,Royal Sussex Regiment,11th Bn.,France,'30749',LILLE SOUTHERN CEMETERY,I. A. 19.,
ASHTON,,A H,,,04/02/1920,,Private,The King's (Liverpool Regiment),,United Kingdom,'49485',HUYTON (ST. MICHAEL) CHURCHYARD EXTENSION,762.,
ASHTON,,A S,33,,12/09/1918,,Gunner,Canadian Field Artillery,5th Bde.,France,'89856',"TERLINCTHUN BRITISH CEMETERY, WIMILLE",III. E. 14.,"Son of Mr. and Mrs Joseph Ashton, of Ashton-under-Lyne; husband of Ada Ashton, of 3, 9th Avenue, Lachine, Quebec, Canada."
ASHTON,,A T,,,21/07/1917,,Lance Corporal,London Regiment,10th Bn.,France,'421388',METZ-EN-COUTURE COMMUNAL CEMETERY BRITISH EXTENSION,IV. B. 1.,
ASHTON,,A T,32,,06/07/1919,,Private,Royal Army Service Corps,,United Kingdom,'T/328474',ACTON CEMETERY,"Section A, Row B, Grave 21.","Husband of B. Ashton, of 71, Rothschild Rd., Acton Green."
ASHTON,,B,,,28/06/1916,,Acting Bombardier,Royal Garrison Artillery,"""X"" 12th Trench Mortar Bty.",France,'44265',"BLIGHTY VALLEY CEMETERY, AUTHUILLE WOOD",II. A. 8.,
ASHTON,,C,21,,23/08/1918,,Corporal,ALIAS,,France,'14611',BIENVILLERS MILITARY CEMETERY,,"See ""BUCK"" the true family name."
ASHTON,,C,,,16/10/1915,,Private,Manchester Regiment,1st/7th Bn.,Greece,'2515',EAST MUDROS MILITARY CEMETERY,III. B. 50.,
ASHTON,,C G,,,11/02/1919,,Corporal,Australian Engineers,3rd Australian Light Rly. Forward Coy.,United Kingdom,'5974',SUTTON VENY (ST. JOHN) CHURCHYARD,65. J. 5.,
ASHTON,,D,,,08/04/1915,,Able Seaman,Royal Naval Volunteer Reserve,Hood Bn. R.N. Div.,Egypt,'Bristol Z/141',PORT SAID WAR MEMORIAL CEMETERY,D. 10.,
ASHTON,,E,,,26/04/1917,,Serjeant,Royal Field Artillery,"""A"" Bty. 86th Bde.",France,'18973',ANZIN-ST. AUBIN BRITISH CEMETERY,I. C. 3.,"Husband of Emma Jackson (formerly Ashton), of South Lodge, Doventry, Cockermouth, Cumberland."
ASHTON,,E,41,,20/05/1919,,Private,Cheshire Regiment,Depot,United Kingdom,'17607',BEBINGTON CEMETERY,L. C. of E. 147.,
ASHTON,,E,,,10/04/1915,,Private,Lancashire Fusiliers,2nd Bn.,France,'4854',"LE BIZET CEMETERY, ARMENTIERES",A. 3.,
ASHTON,,E,,,24/02/1919,,Private,Wiltshire Regiment,2nd Bn.,United Kingdom,'6755',WROUGHTON (SS. JOHN THE BAPTIST AND HELEN) CHURCHYARD,5. 25.,
ASHTON,,E,21,,28/07/1917,,Private,Royal Welsh Fusiliers,15th Bn.,Belgium,'203984',BARD COTTAGE CEMETERY,III. G. 9.,"Son of Charlotte Ashton, of 82, Whalley Rd., Shuttleworth, Ramsbottom, Manchester."
ASHTON,,E,27,,31/03/1916,,Private,Manchester Regiment,24th Bn.,France,'14202',"CITADEL NEW MILITARY CEMETERY, FRICOURT",II. B. 10.,"Husband of Ida Ashton, of 13, Bridge End, Penistone, Yorks."
ASHTON,,E,20,,06/04/1918,,Private,Cheshire Regiment,11th Bn.,France,'242898',"CABARET-ROUGE BRITISH CEMETERY, SOUCHEZ",XVI. F. 4.,"Son of George and Elizabeth Ann Ashton, of Bridge End, Billington, Whalley, Blackburn."
ASHTON,,E S,,,12/10/1917,,Wireless Operator,Mercantile Marine,"S.S. ""Cape Corso"" (Greenock)",United Kingdom,,TOWER HILL MEMORIAL,,
ASHTON,,E S C,,,16/06/1915,,Private,Army Service Corps,,United Kingdom,'SS/1248',NEW SOUTHGATE CEMETERY,H. 545.,
ASHTON,,E W,,,18/10/1918,,Private,Sherwood Foresters (Notts and Derby Regiment),1st/5th Bn.,France,'118454',FRESNOY-LE-GRAND COMMUNAL CEMETERY EXTENSION,A. 25.,"Son of Mr. H. Ashton, of Barrack View, Upper Knowle, Unstone, Sheffield."
ASHTON,,F,,,08/07/1917,,Rifleman,London Regiment,17th Bn.,Belgium,'573416',PERTH CEMETERY (CHINA WALL),I. G. 6.,
ASHTON,,F,22,,04/06/1917,,Lance Corporal,Manchester Regiment,23rd Bn.,France,'47497',HEUDICOURT COMMUNAL CEMETERY EXTENSION,A. 12.,"Brother of Henry Ashton, of 31, Baguley St., Droylsden, Manchester."
ASHTON,,F,,,07/03/1918,,Sergeant,Canadian Field Artillery,2nd Bde.,United Kingdom,'41273',BROOKWOOD MILITARY CEMETERY,IX. A. 3.,
ASHTON,,F,,,24/10/1916,,Battery Serjeant Major,Royal Garrison Artillery,155th Siege Bty.,Belgium,'19734',LIJSSENTHOEK MILITARY CEMETERY,X. B. 41A.,
ASHTON,,F,,,19/08/1918,,Private,Manchester Regiment,2nd Bn.,France,'44714',"HEATH CEMETERY, HARBONNIERES",VI. A. 1.,
ASHTON,,F,25,,20/10/1918,,Private,Manchester Regiment,9th Bn.,France,'27482',LE CATEAU MILITARY CEMETERY,II. D. 1.,"Son of Mr. J. Ashton, of 44, Davies St., Oldham."
ASHTON,,F,,,17/10/1916,,Private,Royal Sussex Regiment,12th Bn.,France,'G/16315',VARENNES MILITARY CEMETERY,I. C. 5.,
ASHTON,,F B,19,,03/04/1918,,Private,Lancashire Fusiliers,16th Bn.,France,'51068',QUESNOY FARM MILITARY CEMETERY,A. 9.,"Son of Mrs. L. Ashton, of 33, Torrington St., Hopwood, Heywood."
ASHTON,,F J,26,,27/08/1918,,Private,Royal Berkshire Regiment,,United Kingdom,'27913',TAUNTON (ST. MARY'S) CEMETERY,Old ground. 7316.,"Son of Thomas and Sarah Ashton; husband of Ethel Mary Fowler (formerly Ashton), of 6, Duke St., Priory, Taunton."
ASHTON,,G,22,,21/03/1918,,Private,The King's (Liverpool Regiment),20th Bn.,United Kingdom,'51711',STALYBRIDGE (NEW ST. GEORGE) CHURCHYARD,South-West. 8. 16.,"Son of Hugh and Martha Ashton, of 7, Hamilton Rd., Stalybridge."
ASHTON,,G,,,16/04/1915,,Private,King's Own (Royal Lancaster Regiment),1st Bn.,United Kingdom,'5799',NORTHAMPTON (TOWCESTER ROAD) CEMETERY,449. 2. 17427.,
ASHTON,,G,,,24/04/1918,,Private,Duke of Wellington's (West Riding Regiment),2nd/5th Bn.,France,'25321',"ST. SEVER CEMETERY EXTENSION, ROUEN",P. IX. N. 6B.,
ASHTON,,G E,,,31/10/1917,,Private,Canadian Infantry,72nd Bn.,Belgium,'129821',YPRES RESERVOIR CEMETERY,I. I. 61.,
ASHTON,,G G,,,23/07/1918,,Second Lieutenant,Royal Air Force,8th Sqdn.,France,,"HEATH CEMETERY, HARBONNIERES",IX. D. 7.,
ASHTON,,G W,42,,12/10/1919,,Private,Labour Corps,,United Kingdom,'405319',SHEFFIELD (CITY ROAD) CEMETERY,Screen Wall.,"Husband of Fanny Ashton, of 25, Brough St., Owlerton, Sheffield. Alternative Commemoration - buried in Sheffield (St. Philip) (Wardsend) Church Cemetery."
ASHTON,,H,38,,12/10/1918,,Private,Duke of Wellington's (West Riding Regiment),13th Bn.,France,'43463',"ANZAC CEMETERY, SAILLY-SUR-LA-LYS",III. H. 7.,"Husband of Amy Ashton, of 76, Shaw St., Whittington Moor, Chesterfield."
ASHTON,,H,,,05/05/1917,,Private,Machine Gun Corps (Infantry),121st Coy.,France,'86522',"FIFTEEN RAVINE BRITISH CEMETERY, VILLERS-PLOUICH",I. C. 9.,
ASHTON,,H,,,17/11/1918,,Lance Corporal,Rifle Brigade,51st Bn.,United Kingdom,'TR/13/13894',COLCHESTER CEMETERY,I. 15. 24.,
ASHTON,,H,,,23/05/1917,,Private,The Loyal North Lancashire Regiment,4th/5th Bn.,United Kingdom,'243554',ASPULL (ST. ELIZABETH OF HUNGARY) CHURCHYARD,C. 68.,
ASHTON,,H,25,,30/04/1917,,Private,Machine Gun Corps,113th Coy.,Belgium,'63104',FERME-OLIVIER CEMETERY,Plot 3. Row C. Grave 5.,"Son of Thomas James and Ruth Ashton, of 22, Wellington Street, Coventry."
ASHTON,,H,,,09/04/1916,,Private,Army Service Corps,,United Kingdom,'F/29012',READING CEMETERY,Screen Wall. 72. 16195.,
ASHTON,,H,,,15/06/1917,,Sapper,Royal Engineers,504th Field Coy.,France,'506491',ARRAS MEMORIAL,Bay 1.,
ASHTON,,H W,32,,25/03/1915,,Private,Norfolk Regiment,1st Bn.,Belgium,'5813',BEDFORD HOUSE CEMETERY,Enclosure No.2 IV. A. 16.,"Son of Joseph and Lucy Ashton, of Shiphdam, Norfolk; husband of Maud Ashton, of 4, Basil St., North Ormesby, Middlesbrough. A postman at Middlesbrough."
ASHTON,,J,,,06/07/1915,,Private,East Lancashire Regiment,1st Bn.,Belgium,'10295',TALANA FARM CEMETERY,II. F. 31.,
ASHTON,,J,,,01/08/1917,,Private,Lancashire Fusiliers,11th Bn.,Belgium,'26880',PERTH CEMETERY (CHINA WALL),II. C. 3.,
ASHTON,,J,35,,26/12/1915,,Private,King's Own Yorkshire Light Infantry,5th Bn.,Belgium,'2901',HOSPITAL FARM CEMETERY,A. 17.,"Son of William and the late Catherine Ashton, of Smyth St., Pontefract, Yorkshire."
ASHTON,,J,,,10/10/1918,,Serjeant,Royal Inniskilling Fusiliers,5th Bn.,France,'21005',TINCOURT NEW BRITISH CEMETERY,VIII. B. 22.,
ASHTON,,J,27,,25/04/1918,,Sapper,Royal Engineers,465th Field Coy.,France,'442377',BEUVRY COMMUNAL CEMETERY EXTENSION,III. B. 10.,"Son of Ann Gee (formerly Ashton), of 107, William St., Heywood, Lancs, and the late Henry Ashton."
ASHTON,,J,42,,23/09/1916,,Quartermaster Serjeant,Royal Field Artillery,67th Bde. Ammunition Col.,Greece,'36143',LAHANA MILITARY CEMETERY,II. A. 13.,"Husband of Beatrice Bannister (formerly Ashton), of 13, Goodwood Avenue, Toronto, Canada."
ASHTON,,J,,,03/05/1916,,Private,Scots Guards,1st Bn.,Belgium,'9882',LIJSSENTHOEK MILITARY CEMETERY,VI. B. 42.,"Son of William and Elizabeth Ashton. Native of West Derby, Liverpool."
ASHTON,,J,,M M,12/10/1917,,Private,Royal Scots,11th Bn.,Belgium,'19410',POELCAPELLE BRITISH CEMETERY,VII. B. 12.,
ASHTON,,J,,,24/03/1918,,Lance Corporal,South Lancashire Regiment,2nd Bn.,France,'29600',ETAPLES MILITARY CEMETERY,XXXI. H. 28A.,
ASHTON,,J,,,18/08/1916,,Private,Duke of Cornwall's Light Infantry,6th Bn.,France,'21123',"DELVILLE WOOD CEMETERY, LONGUEVAL",VI. K. 4.,
ASHTON,,J,28,,24/04/1917,,Private,Welsh Regiment,17th Bn.,France,'37292',"FINS NEW BRITISH CEMETERY, SOREL-LE-GRAND",IV. J. 2.,"Son of Peter Ashton; husband of Emily Jane Kirk (formerly Ashton, nee Wentworth), of 39, Albion Terrace, Manchester."
ASHTON,,J,,,19/01/1915,,Private,The Loyal North Lancashire Regiment,1st Bn.,Germany,'6728',HAMBURG CEMETERY,III. B. 13.,
ASHTON,,J A D,40,,29/10/1917,,Private,York and Lancaster Regiment,7th Bn.,Belgium,'35388',BARD COTTAGE CEMETERY,V. B. 28.,"Son of Peter and Anne Ashton, of Rochdale; husband of Kate Ashton, of 39, St. Alban's Terrace, Sparth Rd., Rochdale."
ASHTON,,J E,21,,04/10/1917,,Private,Royal Warwickshire Regiment,14th Bn.,Belgium,'19139',TYNE COT CEMETERY,LVII. C. 22.,
ASHTON,,J F,23,,02/09/1918,,Private,Leicestershire Regiment,7th Bn.,France,'235221',BANCOURT BRITISH CEMETERY,II. M. 16.,"Son of Frank and Lydia Ashton, of Fenton, North Leverton, Retford."
ASHTON,,J H,40,,05/07/1916,,Private,Yorkshire Regiment,9th Bn.,France,'23513',"GORDON DUMP CEMETERY, OVILLERS-LA BOISSELLE",VII. I. 8.,"Son of Samuel and Martha Ashton, of Pitsmoor, Sheffield; husband of Eliza Ashton, of 60, Birley St., Neepsend, Sheffield."
ASHTON,,J J,,,01/06/1918,,Private,Labour Corps,,United Kingdom,'331129',WEST HAM CEMETERY,"Screen Wall, Panel 10. Soldiers Circle 122790.",
ASHTON,,J L,34,,11/03/1915,,Private,Royal Marine Light Infantry,"(RMR/PO/B/1108).  H.M.S. ""Bayano.""",United Kingdom,'PO/9947',LARNE NEW CEMETERY,Sec. 3C. 1106.,"Husband of Alice M. Evans (formerly Ashton), of Briedden View, Grimpo, West Felton, Oswestry."
ASHTON,,J R,,,04/11/1917,,Private,Queen's Own (Royal West Kent Regiment),2nd/4th Bn.,Israel and Palestine (including Gaza),'27460',BEERSHEBA WAR CEMETERY,G. 37.,
ASHTON,,J S,,,09/08/1918,10/08/1918,Private,Labour Corps,109th Coy.,France,'507913',GONNEHEM BRITISH CEMETERY,H. 7.,
ASHTON,,J W,26,,01/11/1918,,Private,Manchester Regiment,10th Bn.,France,'3191',"ST. SEVER CEMETERY EXTENSION, ROUEN",S. II. BB. 24.,"Son of James and Alice Ann Ashton; husband of Ethel Novella Ashton, of 7, Woodend, Shaw, Oldham."
ASHTON,,J W,,,07/09/1916,,Lance Corporal,Northumberland Fusiliers,18th Bn.,France,'18/937',"FLATIRON COPSE CEMETERY, MAMETZ",VIII. H. 4.,
ASHTON,,L,,,02/09/1918,,Private,Canadian Infantry,75th Bn.,France,'138116',DURY MILL BRITISH CEMETERY,II. B. 38.,
ASHTON,,M,20,,28/10/1946,,Craftsman,Royal Electrical and Mechanical Engineers,,Zambia,'14495546',NDOLA (KANSENSHI) CEMETERY,Plot 1. Row B. Grave 16.,"Son of William Swift and Alice Ashton, of Brighton, E. Sussex."
ASHTON,,P T,,,29/07/1916,,Private,East Lancashire Regiment,6th Bn.,Iraq,'14752',AMARA WAR CEMETERY,XIV. G. 15.,"Husband of Annie Ashton, of 15 Back, Highgate St., Edge Hill, Liverpool."
ASHTON,,R,,,27/08/1917,,Private,Worcestershire Regiment,1st/7th Bn.,Belgium,'41458',TRACK X CEMETERY,B. 11.,"Husband of Mary Dix (formerly Ashton), of 3, Edward St., Widnes."
ASHTON,,R,35,,22/09/1914,,Serjeant,The King's (Liverpool Regiment),4th Bn.,United Kingdom,'5267',LIVERPOOL (FORD) ROMAN CATHOLIC CEMETERY,R. 485.,"Son of John and Margaret Ashton husband of Margaret Fraser (formerly Ashton), of 30, Ebury Bridge Rd., Pimlico, London."
ASHTON,,R,,,16/08/1917,,Private,Machine Gun Corps (Infantry),218th Coy.,Belgium,'9969',BIRR CROSS ROADS CEMETERY,IV. D. 10.,
ASHTON,,R,,,17/10/1918,,Private,Machine Gun Corps (Infantry),46th Bn.,France,'67342',FRESNOY-LE-GRAND COMMUNAL CEMETERY EXTENSION,A. 15.,"Son of Mr. R. L. Ashton, of 28, Annie St., Morley."
ASHTON,,R G,33,,06/11/1917,,Private,Canadian Infantry,31st Bn.,Belgium,'808040',YPRES (MENIN GATE) MEMORIAL,Panel 24 - 28 - 30.,"Son of Mrs. E. W. Ashton, of 54, Queen's Rd., Bristol, England; husband of Annie M. Ashton, of 566, Michigan St., Victoria, British Columbia."
ASHTON,,R S,26,,01/05/1918,,Private,North Staffordshire Regiment,8th Bn.,Belgium,'235222',KLEIN-VIERSTRAAT BRITISH CEMETERY,V. B. 17.,"Son of Thomas George and Sarah Ann Ashton, of Darwen, Lancs."
ASHTON,,S,33,,14/02/1918,,Private,South Staffordshire Regiment,2nd Bn.,France,'18115',"ROCQUIGNY-EQUANCOURT ROAD BRITISH CEMETERY, MANANCOURT",X. A. 2.,"Son of John and Jane Ashton, of West Bromwich; husband of Caroline Alice Ashton, of IO, All Saints St., Churchfields, West Bromwich."
ASHTON,,T,,,10/10/1917,,Private,Bedfordshire Regiment,2nd Garrison Bn.,India,'35316',DELHI MEMORIAL (INDIA GATE),Face 1.,(Buried Karachi Cem. A/D. O. 29.).
ASHTON,,T,,,04/04/1917,,Rifleman,King's Royal Rifle Corps,11th Bn.,France,'R/13559',BANCOURT BRITISH CEMETERY,II. G. 2.,
ASHTON,,T,,,13/11/1916,,Private,Oxford and Bucks Light Infantry,2nd Bn.,France,'17768',"REDAN RIDGE CEMETERY NO.2, BEAUMONT-HAMEL",A. 94.,
ASHTON,,T,22,,13/08/1915,,Trimmer,ALIAS,,United Kingdom,,TOWER HILL MEMORIAL,,"See ""HART"" the true family name."
ASHTON,,T,,,14/10/1918,,Private,King's Shropshire Light Infantry,7th Bn.,France,'205219',RIBECOURT RAILWAY CEMETERY,C. 2.,
ASHTON,,T,,,27/09/1914,,Private,The King's (Liverpool Regiment),1st Bn.,France,'9189',VENDRESSE BRITISH CEMETERY,III. AA. 3.,
ASHTON,,T,,,24/04/1917,,Corporal,Army Service Corps,Base Mechanical Transport Depot,France,'M2/049868',ST. NICOLAS BRITISH CEMETERY,I. G. 25.,"Husband of Annie Ashton, of 32, Firth Fields, Davenham, Northwich."
ASHTON,,V T,,,20/11/1917,,Rifleman,King's Royal Rifle Corps,12th Bn.,France,'13120',"ROCQUIGNY-EQUANCOURT ROAD BRITISH CEMETERY, MANANCOURT",II. B. 1.,
ASHTON,,W,,,12/09/1916,,Private,West Yorkshire Regiment (Prince of Wales's Own),22nd Bn.,France,'30002',CORBIE COMMUNAL CEMETERY EXTENSION,Plot 2. Row D. Grave 20.,
ASHTON,,W,52,,16/02/1918,,Pioneer,Royal Engineers,,France,'123571',"HAM BRITISH CEMETERY, MUILLE-VILLETTE",I. C. 30.,"Son of William and Elizabeth Ashton, of Pilton; husband of Elizabeth Ann Ashton, of Westgate, Muddiford, Barnstaple."
ASHTON,,W,,,18/09/1918,,Private,Welsh Regiment,11th Bn.,Greece,'79791',DOIRAN MILITARY CEMETERY,III. C. 16.,
ASHTON,,W,,,17/09/1917,,Private,The King's (Liverpool Regiment),Labour Coy.,Belgium,'75287',GWALIA CEMETERY,II. A. 23.,
ASHTON,,W,,,03/09/1917,,Private,Lancashire Fusiliers,1st/7th Bn.,Belgium,'281541',YPRES TOWN CEMETERY EXTENSION,II. G. 13.,
